,classes,relations
005625,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005630,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005631,[ 0  0  0  0  0  0 12  0  0  0  0  0  0  0  0  8  0  0  0  0  0],[0 2 0 0 8]
005636,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0],[0 0 0 0 1]
005637,[0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 3]
005639,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
005644,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 0]
005648,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0],[0 0 0 0 3]
005654,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
005658,[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 4 0 0 0 0 0],[0 1 0 1 1]
005668,[ 0  0  0  0  0  0  0  0  0  0  0  0 12  0  0  0  0  0  0  0  0],[0 5 0 0 1]
005669,[0 0 0 0 0 0 3 3 0 0 0 0 0 0 0 6 0 0 0 0 0],[0 0 0 0 6]
005680,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0],[0 0 0 0 1]
005686,[0 0 0 0 0 0 0 0 0 4 0 2 0 0 0 0 0 0 0 0 0],[0 2 1 0 0]
005695,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 0 0 1 0]
005697,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0],[0 1 0 0 0]
005699,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005700,[0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 6 0 0 0 0 0],[0 2 0 0 4]
005704,[ 0  0  0  0  0  0  0  0  0  0  0 33  0  0  0 99  0  0  0  0  0],[ 0 19  0  0 47]
005705,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005710,[ 0  0  0  0  0  0  0  0  0 25  0  5  0  0  0  0  0  0  0  0  0],[0 5 1 0 9]
005713,[ 0  0  0  0 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0],[0 1 0 0 9]
005715,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005718,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005728,[0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 2 0 0 0 0 0],[0 1 0 0 2]
005730,[ 0  0  0  0  0  0  0  0  0 30  0  0  0  0  0  0  0  0  0  0  0],[ 0  1  0  0 14]
005731,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 0 0 1 0]
005735,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
005738,[0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 2 0 0 1]
005740,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
005742,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005752,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0],[0 0 0 1 0]
005756,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005757,[ 0  0 15  0  0  0  0  0  0  0  0  0  0  0  0 15  0  0  0  0  0],[ 0  3  0  0 12]
005764,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
005765,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0],[0 2 0 0 1]
005769,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005780,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
005782,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005783,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0],[0 0 0 0 1]
005784,[0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 6 0 0 0 0 0],[0 3 1 0 2]
005786,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 30  0  0  0  0  0],[ 0  5  0  0 10]
005789,[0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 2 0 0],[0 1 2 0 0]
005796,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1],[0 0 0 0 1]
005803,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005805,[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1]
005806,[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1]
005813,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0],[0 2 0 0 1]
005814,[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2],[0 2 0 0 1]
005817,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],[1 0 0 0 0]
005821,[ 0  0  0  0  0  0  0  0  0 12  0  0  0  0  0  0 30  0  0  0  0],[ 0  2  0  0 19]
005824,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
005826,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
005831,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005836,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 0]
005838,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005840,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 20  0  0  0  0  0],[0 4 0 0 6]
005843,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005850,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
005851,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
005859,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
005860,[0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1]
005861,[0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 3]
005864,[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 4 0 0],[0 2 0 0 1]
005867,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1],[0 0 0 0 1]
005873,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0],[0 1 0 0 0]
005881,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
005884,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0],[0 0 0 1 0]
005885,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
005888,[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0],[0 1 0 0 0]
005889,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 20  0  0  0  0  0],[0 4 0 1 5]
005893,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
005895,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005899,[0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0],[0 1 0 0 0]
005901,[0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
005903,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 2 0],[0 1 0 0 2]
005905,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 0]
005908,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 0 0 1 0]
005909,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005910,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
005911,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005918,[ 0  0  0  0  0  0  0 20  0  0  0  0  0  0  0  0  0  0  0  0  0],[0 3 0 1 6]
005920,[ 0  0  0  0  0  0  0  0  0 56  0  8  0  0  0  0  0  0  8  0  0],[ 0  5  0  6 25]
005923,"[  0   0  54   0   0   0   0   0   0  90   0   0   0   0   0  54 108   0
  18   0  18]",[  0  19   0   0 152]
005930,[ 0  0  8  0  0  0  0  0  0  0  0  0  0  0  0 12  0  0  0  0  0],[0 3 0 0 7]
005938,[ 0  0  0  0  0  0  0  0  0 10  0  0  0  0  0 20  0  0  0  0  0],[ 0  2  1  2 10]
005947,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 0 0 0 0]
005948,[0 0 0 0 0 0 0 0 0 0 0 0 4 8 0 8 0 0 0 0 0],[0 2 0 0 8]
005951,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0],[0 1 0 0 0]
005960,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005961,[ 0  0  0  0  0  0  6  0  0  0  0  0  0  0  0 36  0  0  0  0  0],[ 0  3  0  0 18]
005964,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 0 0 0 0]
005971,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
005980,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005983,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005984,[0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 3 0 0 3 0 0],[0 3 3 0 0]
005990,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 0 0 0 0 0],[0 3 0 0 0]
005992,[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 2 0 0],[0 0 0 3 0]
006004,[0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 9 0 0 0 0 0],[0 5 0 0 1]
006009,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006011,[0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 6 0 0 0 0 0],[0 3 0 0 3]
006020,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0],[0 1 0 0 0]
006023,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
006025,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006030,[ 0  0  0  0  0  0  0  0  0 16  0  4  0  0  0  0  0  0  0  0  0],[0 6 1 0 3]
006033,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 0]
006038,[ 0  0  0  0  0  0  0 15  0  0  0  0  0  0  5 10  0  0  0  0  0],[0 7 0 0 8]
006043,[ 0  0  0  0  0  0  0 10  0  0  0  0  0  0  0 20  0  0  0  0  0],[0 1 1 4 9]
006061,[0 0 0 0 0 8 0 0 8 0 0 0 0 0 0 0 0 0 0 0 4],[0 2 0 0 8]
006065,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006066,[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 2],[0 0 0 0 3]
006067,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006070,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006073,[0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 2]
006074,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2],[0 0 0 0 1]
006078,[0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 2],[0 0 0 0 3]
006079,[0 0 0 0 2 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 2]
006088,[ 0  0  0  0  0  0  0  0  0 10  0  0  0  0  0  0  5  0 15  0  0],[0 6 0 0 9]
006091,[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
006095,[0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 2 0 0 0 0 0],[0 1 0 0 2]
006096,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006100,[0 0 0 0 0 0 0 0 0 4 0 0 4 0 0 0 8 0 4 0 0],[0 1 0 0 9]
006103,[ 0  0  0  0  0  0  0  4  0  0  0  0  0  0  0 16  0  0  0  0  0],[ 0  0  0  0 10]
006104,[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 2 0 0],[0 1 0 0 2]
006105,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006123,[ 0  0  0  0 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0],[0 0 0 0 6]
006128,[ 0  0  0  0  0  0  0 22  0  0  0  0  0  0  0 33  0 77  0  0  0],[ 0 15  0  0 51]
006130,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 3 0 0],[0 5 0 0 1]
006131,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6],[0 1 0 0 2]
006134,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[1 0 0 0 0]
006135,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
006140,[ 0  0  0  0  0  0  0  0  0  0  0  6  0  0  0 36  0  0  0  0  0],[ 0  9  0  1 11]
006141,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006156,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
006158,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 2],[0 1 0 0 2]
006162,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006166,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
006170,[0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 3]
006171,[0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 0 0 6 0 0],[0 5 0 0 1]
006172,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 0]
006174,[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0],[0 1 0 0 0]
006175,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
006176,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 0]
006177,[0 0 0 0 0 0 0 0 0 0 6 0 0 0 3 3 0 0 0 0 0],[0 1 0 0 5]
006179,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 2],[0 1 0 2 0]
006180,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
006181,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006183,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006187,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 0]
006189,[0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0],[0 0 1 0 2]
006196,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006208,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006210,[0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 2]
006221,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
006223,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006224,[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1]
006225,[ 0  0  0  0  0  0  0  4  0  0  0  0  0  0  0 16  0  0  0  0  0],[0 5 0 0 5]
006229,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 20  0  0  0  0  0],[0 5 0 0 5]
006230,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006236,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 3 0 0 0 0 0],[0 3 0 0 3]
006238,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 2],[0 3 0 0 0]
006243,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0 16 56  0  0  0  0  0],[ 0 15  0  0 21]
006247,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 0 0 0 0]
006250,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006251,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 156
   0   0   0]",[ 0  6  0  0 72]
006261,[0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 2]
006262,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006264,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006267,[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0],[0 1 0 0 0]
006270,[0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 2 0 0 0 0],[0 1 0 0 2]
006272,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0],[0 1 0 0 0]
006275,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
006279,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006285,[0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 6 0 0 0 0 0],[0 2 0 0 4]
006289,[ 0  0  0  0  0  0  0  0  0 18  0  6  0  0  0 18  0  0  0  0  0],[ 0 14  1  0  6]
006290,[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
006291,[ 0  0  0  0  0  0  0  0  0  0 42  0  0  0  0  0  0  0  0  0  0],[ 0  8  0  0 13]
006299,[0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0],[0 1 0 0 5]
006304,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006305,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006320,[ 0  0  0  0  0  0  0 36  0  0  0  0  0  0  0 54  0  0  0  0  0],[ 0 11  0  0 34]
006329,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006341,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
006344,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 3 0],[0 2 0 0 4]
006349,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006352,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
006353,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006362,[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
006363,[0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 2 0 0 1]
006366,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006367,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006369,[ 0  0  0  0  0  0  0 55  0  0  0  0  0  0  0 77  0  0  0  0  0],[ 0 14  0  0 52]
006371,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006374,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006375,[0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 2]
006381,"[  0   0   0   0   0  16   0   0   0  48   0  32   0   0   0 176   0   0
   0   0   0]",[  0  28   0   0 108]
006382,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[1 0 0 0 0]
006395,[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 2],[0 1 0 0 2]
006400,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0],[0 2 0 0 1]
006411,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1],[0 0 0 0 1]
006417,[ 0  0  0  0  0  0  0 12  0  0  0  0  0  0  0  0  0  0  0  0  0],[0 4 0 0 2]
006418,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006419,[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
006427,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0],[0 1 0 0 2]
006429,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[1 0 0 0 0]
006433,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 0 0 1 0]
006434,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006436,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006438,[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1]
006442,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 0 0 0 1]
006447,[ 0  0  0  0  0  0  0  0  0 20  0  5  0  0  0  0  5  0  0  0  0],[ 0  2  1  0 12]
006448,[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1]
006455,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0],[0 1 0 0 0]
006458,[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
006459,[ 0  0  0  0  0  0  0 14  0  0  0  0  0  7  0 35  0  0  0  0  0],[ 0  5  0  0 23]
006462,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006466,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
006470,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006472,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],[1 0 0 0 0]
006474,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006475,[0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0],[0 4 0 0 2]
006476,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 0 0 0 0 0],[0 1 0 0 2]
006482,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
006483,[0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0],[0 1 0 3 2]
006486,[ 0  0  0  0  0  6  0  0  0  0  0  0  0  0  0 36  0  0  0  0  0],[ 0  3  1  0 17]
006495,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006499,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
006501,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006503,[ 0  0  0  0  0 18  0  0  0  0  0  6  0  0  0 18  0  0  0  0  0],[ 0  7  0  0 14]
006506,[ 0  0  0  0  0  0  0  0  0  0  0  0  0 66  0 66  0  0  0  0  0],[ 0 12  0  0 54]
006515,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006523,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006524,[0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 2 0 0 1]
006536,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
006547,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006548,[ 0  0  0 30  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0],[ 0  2  0  0 13]
006549,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006550,[ 0  0 12  0  0  0  0  0  0  0  0  0  0  0  6 24  0  0  0  0  0],[ 0  3  0  0 18]
